A228760,지노믹트리,의료기기 및 용품,Y,N,N,N
A072710,농심홀딩스,지주사,Y,Y,N,N
A300720,한일시멘트,건설 및 건축자재,Y,N,N,N
A017390,서울가스,유틸리티,Y,N,N,N
A140860,파크시스템스,의료기기 및 용품,Y,N,N,N
A100120,뷰웍스,의료기기 및 용품,Y,N,N,N
A004700,조광피혁,섬유 및 의류,Y,N,N,N
A148150,세경하이테크,IT 장비 및 소재,Y,N,N,N
A036810,에프에스티,반도체 관련장비 및 부품,Y,N,N,N
A002210,동성제약,제약 및 바이오,Y,N,N,N
A119860,다나와,유통,Y,N,N,N
A216080,제테마,의료기기 및 용품,Y,N,N,N
A037560,LG헬로비전,미디어 및 엔터,Y,N,N,N
A052020,에스티큐브,제약 및 바이오,Y,N,N,N
A001520,동양,건설 및 건축자재,Y,N,N,N
A034950,한국기업평가,일반서비스,Y,N,N,N
A089030,테크윙,반도체 관련장비 및 부품,Y,N,N,N
A002840,미원상사,화학,Y,N,N,N
A213500,한솔제지,종이 및 용기,Y,N,N,N
A000050,경방,섬유 및 의류,Y,N,N,N
A043150,바텍,의료기기 및 용품,Y,N,N,N
A249420,일동제약,제약 및 바이오,Y,N,N,N
A038290,마크로젠,의료기기 및 용품,Y,N,N,N
A002960,한국쉘석유,석유 및 가스,Y,N,N,N
A073490,이노와이어리스,통신,Y,N,N,N
A018290,브이티지엠피,기계,Y,N,N,N
A001880,삼호,건설 및 건축자재,Y,N,N,N
A060150,인선이엔티,일반서비스,Y,N,N,N
A138250,엔에스쇼핑,유통,Y,N,N,N
A041140,넥슨지티,미디어 및 엔터,Y,N,N,N
A226320,잇츠한불,가정용품,Y,N,N,N
A267260,현대일렉트릭,기계,Y,N,N,N
A293780,압타바이오,제약 및 바이오,Y,N,N,N
A046440,KG모빌리언스,IT서비스,Y,N,N,N
A023410,유진기업,건설 및 건축자재,Y,N,N,N
A017890,한국알콜,화학,Y,N,N,N
A228670,레이,의료기기 및 용품,Y,N,N,N
A013120,동원개발,건설 및 건축자재,Y,N,N,N
A136480,하림,식음료,Y,N,N,N
A034120,SBS,지주사,Y,Y,N,N
A131370,알서포트,IT서비스,Y,N,N,N
A104830,원익머트리얼즈,반도체 관련장비 및 부품,Y,N,N,N
A143160,아이디스,전기 및 전자기기,Y,N,N,N
A263720,디앤씨미디어,미디어 및 엔터,Y,N,N,N
A079430,현대리바트,가정용품,Y,N,N,N
A016800,퍼시스,가정용품,Y,N,N,N
A033270,유나이티드제약,제약 및 바이오,Y,N,N,N
A078590,OQP,자동차 및 관련부품,Y,N,N,N
A001510,SK증권,금융,Y,N,Y,N
A012610,경인양행,섬유 및 의류,Y,N,N,N
A003220,대원제약,제약 및 바이오,Y,N,N,N
A000480,조선내화,철강 및 비철강,Y,N,N,N
A321550,티움바이오,제약 및 바이오,Y,N,N,N
A086390,유니테스트,반도체 관련장비 및 부품,Y,N,N,N
A092730,네오팜,가정용품,Y,N,N,N
A322000,현대에너지솔루션,에너지,Y,N,N,N
A288330,브릿지바이오테라퓨틱스,제약 및 바이오,Y,N,N,N
A344820,케이씨씨글라스,건설 및 건축자재,Y,N,N,N
A060570,드림어스컴퍼니,가정용품,Y,N,N,N
A035810,이지홀딩스,식음료,Y,N,N,N
A234080,JW생명과학,제약 및 바이오,Y,N,N,N
A002780,진흥기업,건설 및 건축자재,Y,N,N,N
A051370,인터플렉스,IT 장비 및 소재,Y,N,N,N
A183300,코미코,반도체 관련장비 및 부품,Y,N,N,N
A308170,센트랄모텍,자동차 및 관련부품,Y,N,N,N
A002150,도화엔지니어링,건설 및 건축자재,Y,N,N,N
A002620,제일파마홀딩스,지주사,Y,Y,N,N
A226950,올릭스,제약 및 바이오,Y,N,N,N
